Tweet,Polarity,Subjectivity
Vlaan 2 cornac berserker  was struck to death by a skeleton warrior on Trollmire 2,0.0,0.0
"Recently finished a commission for @williewegs of Gnrr, the familiar of his character Vie! Hes got wings, a lot of limbs, a",0.234375,0.375
@ali uruguay The Skeleton Key,0.0,1.0
spooky scary skeleton,-0.5,1.0
Vintage Skull skeleton pocket watch Necklace skull ------------ Get it here =&gt;   -----------,0.0,0.0
i am a street skeleton world champion,0.0,0.0
minecraft skeleton is/are bisexual,0.0,0.0
@money skeleton @stuffedwaves Some Polynesian god guy,0.0,0.0
@stuffedwaves Nevermind I figured it out,0.0,0.0
Now in 1002 the English slaughtered Danes across the kingdom This @DorsetMuseum skeleton may be a victim- one of many f,0.14166666666666666,0.18333333333333335
@chowderpedia u r a skeleton,0.0,0.0
Omg the 12 ft Home Depot skeleton is on sale for $75 right now,0.2857142857142857,0.5357142857142857
@DonaldJTrumpJr Put this demon skeleton out to pasture,0.0,0.0
@skeleton jokes Awn~ merci Choupie,0.0,0.0
@AuroreHeart @Lady C Macaron,0.0,0.0
@artist skeleton,0.0,0.0
@stuffedwaves Okay but who is Atua?,0.5,0.5
Joyeux anniversaire au plus mignon poussin bleu � Je taime petite Iris!,0.0,0.0
"@timethief @Forbes Easiest problem in the world to solve When a skeleton shows up at the polling station, you just",0.0,0.0
Katramendi 50 ogre sun paladin  was chilled to death by Xara the skeleton warrior on Ruins of Telmur 5,-0.15,0.2
"@money skeleton Yes, thats Angie from Danganronpa V3, devout religious artist/follower of Atua",0.0,0.25
I fucking lost it when I saw blaine tho every year that skeleton costume gets more ripped,-0.04999999999999999,0.65
good mourning,0.7,0.6000000000000001
@stuffedwaves Who is that Is it the person you just posted a picture of?,0.0,0.0
"Some doodles from the past few months my wrist has recovered after that chill month so yay ! Shock to no one, theyre",-0.25,0.175
@money skeleton Anyways stan Angie from Danganronpa V3,0.0,0.0
@ArtsyAndCrafty @PlayAdoptMe I get 3 skeleton for a ninja monkey and turtle and also king bee username:zouket,-0.05,0.0
@AlbertsStuff Is there a way that you can join an empty server? My son is sitting here in tears that your game is f,-0.25,0.45
@stuffedwaves What do you mean do not know the name of your god? I know my own name,0.14375,0.84375
@PeachSaliva A skeleton dating sim is peak you though,0.0,0.0
its so hard seeing someone else living out your dream,-0.2916666666666667,0.5416666666666666
@money skeleton Ironic that you do not know the name of our god! You will be punished for several generations for y,0.125,0.45
"“In a halo of sharks and a skeleton mask O, Belladonna” - @siouxsiesiouxpage  siouxsieandthebanshees",0.0,0.0
Crow 7 cornac doomed  was maimed to death by a skeleton master archer on Ruins of KorPul 2,-0.15,0.2
@XAsinb Its fine Life and health and yourself are a lot more important than art,0.43888888888888894,0.6666666666666666
New methods and technologies aim to eliminate pain from livestock procedures,0.13636363636363635,0.45454545454545453
That 12 Ft skeleton was the best thing to happen to 2020,1.0,0.3
Just here to let @KarenKilgariff know that the Skeleton can be used year-round,0.0,0.0
Eli just randomly told me that his worst nightmare is being a parent or a skeleton �,-0.75,0.75
IDK 7 shalore mindslayer  was scorched to death by a skeleton magus on collapsed tower 1,0.0,0.0
"13/ DailyReading WhatsYourProblem  • Defining problem in less detail ie Conceptual Skeleton , helps one to broad",-0.05208333333333333,0.18958333333333333
@skeleton jokes @Lady C Macaron On peut sétouffer avec les pépins Conclusion : tu es une dangereuse meurtrière en puissance,0.0,0.0
仕事病のせいか4〜5時間寝てパッと起きてしまう,0.0,0.0
@stuffedwaves Define who that is and I will consider,0.0,0.0
@mandi pn @ArielTroster No but I have seen ppl say why didnt the board start a skeleton crew or pull people from d,0.0,0.0
"@Hm Spooky NO U FUCKING DON""T UR STRONG SKELETON I NOT LETTING U DIE &gt;: ",0.36666666666666664,0.7666666666666666
"So, someone else decided to ask Tim about the flying skeleton after Tims first answer to me And yeah, just as we all thoug",0.25,0.3333333333333333
@skeleton jokes @AuroreHeart Itou,0.0,0.0
@skeleton jokes Puisque je suis découverte Autant me montrer dans mon buisson �,0.0,0.0
@JDMorgan @HilarieBurton did hilarie make the skeleton one?,0.0,0.0
"So, someone else decided to ask Tim about the flying skeleton after Tims first answer to me And yeah, just as we",0.25,0.3333333333333333
"ㅤ  ͏͏͏͏͏͏  ⠀⠀  ❝ ⠀im surprised you ⠀⠀⠀⠀⠀even went down t ⠀⠀⠀⠀⠀begin with   a chuckle from the skeleton ,  invisi",-0.02777777777777779,0.5944444444444444
